,data,type
2322,im looking forward to feeling hopeful instead of hopeless,joy
2323,im not crossing things off ever growing to do list i feel like i keep making stupid silly mistakes in all areas of my life amp im just tired,sadness
2324,im feeling a much more festive with the tree in,joy
2325,i wanted to because he loves me and i feel like if he cares enough about me even if he doesnt care about the wedding itself he should be more supportive and not throw it in my face,love
2326,i always feel kind of thing empty feeling,sadness
2327,i feel myself uncertain as to the next step to take,fear
2328,i love him but i feel threatened with him around a little,fear
2329,i feel that i am not accepted and am forced to hide this part of who i am,love
2330,that day i was alone at home after coming home from school i did not know where everyone else had gone,fear
2331,i know that when i take care of my body by eating well exercising and getting adequate sleep i feel more invigorated in both a physical mental and spiritual sense,joy
2332,i hope you like this more honest amp raw blog post amp if you are feeling unhappy i hope this makes you feel less alone,sadness
2333,i feel useful giving in what i do,joy
2334,i am feeling incredibly generous i will allow mike to spoon for about minutes and then i start panic breathing and he gets the idea and rolls over to his side of the bed,love
2335,im still feeling the effects today in that my body isnt particularly impressed by me at the moment and it feels a but stressed out trying to sort itself out,surprise
2336,i feel like a lousy person because i really cant think of anything profound to say,sadness
2337,i it seemed like forever i want to put my phone life in knowing loving feeling seeing believing trusting and caring for her,joy
2338,i feel selfish on the days i dont feel well and want to be left alone in my misery,anger
2339,i have now and feeling like people think it means im just ok and dont need to talk about jeremy anymore,joy
2340,i feel so foolish and cross with myslef,sadness
2341,i actually just took a two hour break because i was feeling too pissed to keep writing,anger
2342,i feel edmontonians are superior to the residents of any other major city but if you ask me what keeps me living here despite my obvious hatred for the climate of the year then my response is family and friends,joy
2343,i do love the idea of having slave brothers but not at expense that i feel ignored lonely and frustrated and so depressed,sadness
2344,im finally looking forward to my toes kissing the sand once again and feeling so free,joy
2345,i feel like we tortured him that whole time,fear
2346,i have to actually tell myself to breathe breathe breathe in and out when i feel absolutely terrified because i know i can t just go home that the life i missed isn t there anymore,fear
2347,i do not feel dumb any more,sadness
2348,i was feeling angry and jealous and deceived,anger
2349,i have been so happy these past two months you give me so much that i feel ungrateful admitting i think i need more,sadness
2350,i feel he is sincere and repentant for his past opposition to civil rights,joy
2351,i feel like i deserve it i should be punished i did an awful thing,sadness
2352,i feel like im being really needy,sadness
2353,i wish that the girl he asked to prom had accepted his invitation that way i couldve been heartbroken and done with my feeling for him but now im just so indecisive,fear
2354,i hope you get that butterflies feeling again one day because it was really fantastic,joy
2355,ive arranged outings and programs in the community that i feel will be popular with the residents and they are not,joy
2356,i met people from every corner of the globe so now when i am feeling restless and my finances will allow me i am can pick a spot see people that i really care about and have an adventure with them in their homelands,fear
2357,i feel distraught worried panicked sick scared sad,fear
2358,i feel out of generous love people have focused too much on my story and i don t want to perpetuate that dynamic there are some other educators who are going through the same,love
2359,i strongly dislike feeling stupid which is a feeling that comes up for me at least once per day and often more frequently than that,sadness
2360,i feel like i am supposed to be faithful to her,love
2361,i may feel a bit gloomy,sadness
2362,i feel like damaged goods because every time i start to really like someone i get hurt,sadness
2363,i feel about watching romantic movies,love
2364,i feel pretty mellow so far about whatever healing wounding process may be getting underway,joy
2365,i know that feeling myself the strange sense of serendipity where minds collide between pages,fear
2366,i feel petty for thinking like i have i feel stupid that i let things get to me so easily,anger
2367,i feel less stress about doing pretty much any unpleasant obligation in life because i know that i will allow myself to mix it with things i enjoy running baking climbing coffee with girlfriends cuddling with my dog reading a book,sadness
2368,i think also i have changed obviously i am making more effort to go to things and make friends i feel less shy and less bothered about peoples judgement of my appearance,fear
2369,i was feeling hopeless than desperate having been suffering from acid reflux for weeks,sadness
2370,i thought maybe i can get through this but now today and i am up crying already and feeling incredibly depressed,sadness
2371,i feel a bit like a naughty kid who went and spent their last pence on a bag full of e numbers guilty,love
2372,i have a feeling that i should post some sort of content on here for you blog hoppers to possibly comment about,joy
2373,i feel like i have to be a perfect person because trust me i dont want to be perfect,joy
2374,im a creature of habit and major life changes always leave me feeling sort of dazed confused and occasionally sad and grumpy,surprise
2375,i feel now so uncomfortable with all of them i guess is me,fear
2376,i didnt really want to talk about it with anyone because its kind of selfish and i feel that id rather ignore it than to be selfish about it,anger
2377,i am feeling abused for having wasted hundreds of dollars a year in subsidization for this crap and though im not sure whether or not im mad as hell im surely not going to be taking it anymore,sadness
2378,i am still feeling a tad strange in those pearly whites,surprise
2379,i remember feeling shocked by the emotions because after all i was pregnant too and at that point we had no reason to think anything was wrong,surprise
2380,i wish to know whether i should feel sympathetic towards the airline american if say their plane is on fire or their pilot has exploded or whether i should want to set them on fire if say they just decided to walk on their obligations to save money,love
2381,i am feeling fine today and felt fine yesterday,joy
2382,i am feeling thankful for warm sunshine crisp autumn air and bright fall colors,joy
2383,i feel like a failure at parenting and each time one of the boys screams at me talks back to be or just blatantly disregards me i am convinced ive lost the battle,joy
2384,im just happy to be feeling something because for the last few days ive felt pretty,joy
2385,im feeling weepy already,sadness
2386,i feel that theyve suddenly isolated me into a corner of the past but its as if i have suddenly become a memory attached to a name on a phone list,sadness
2387,i feel most passionate and artistic and settled into my craft,joy
2388,i feel that a lot of my life i live in a delicate balance of clean and utter mess,love
2389,i feel groggy and disoriented,sadness
2390,i thought i might be lonely and feel isolated without my go to people a short drive away,sadness
2391,i feel greedy and selfish,anger
2392,i seem to share an equal passion for long distance touring and harley davidsons so i feel sure wed bore to tears every person within earshot,joy
2393,i indicated then i was feeling quite overwhelmed with work responsibilities teaching traveling and writing,fear
2394,i was left feeling empty,sadness
2395,i just feeling particularly nostalgic that day,love
2396,ive read from others who have gone through similar circumstances it appears quite common and helps me feel less neurotic,fear
2397,i have done so in hopes of being inspiring while at the same time looking for solace from people rather than god and for proof that maybe i can do something good while i feel so horrible,sadness
2398,i feel burdened by responsibilities and pressures,sadness
2399,i caressed it affectionately and she curled up ever so close to me giving me that wonderfully warm feeling of divine mother s loving sparsh which i cannot forget,joy
2400,i am drawn to totally solid neutral bags in black and brown throw in a vibrant patent red and maybe if i m feeling dangerous a metallic clutch but that s usually the most adventurous i get with my accessories,anger
2401,i would definitely recommend reading this especially if you are going through some trying times or feeling a bit hopeless and overwhelmed,sadness
2402,i am feeling that it my be a more dangerous task than dancing in a lightening storm with an umbrella,anger
2403,i feel his gracious presence even now,joy
2404,i can process everything properly but im feeling more positive and able to resume training,joy
2405,i already feel myself becoming more casual in my fandom,joy
2406,i am feeling much like the guy in the pic above a little overwhelmed and starved for time but very delighted to be making new work and preparing my little florida bungalow for thanksgiving guests this weekend,surprise
2407,i watched his face contort in sadness i began to feel regretful of my actions,sadness
2408,i feel generous prizes for all finalists too,joy
2409,i feel that the tazi sofa strives to be elegant yet funky without compromising on individuality,joy
2410,i feel like i should mention that i wasnt fond of the damn shapeshifter in the first place,love
2411,i suppose it all goes along with feeling unwelcome and mostly being shunned,sadness
2412,i feel guilt from inaction and spend much of my time helping and supporting others,joy
2413,i didnt say was that strong feelings always make me skeptical at first,fear
2414,i love this connection with the outdoors hearing the birds just returned from afar and my face getting nipped by the gentle chill of a spring breeze and feeling like im doing something productive,joy
2415,i knew it would feel empty and there would be the potential to feel like i wasnt doing well as i wasnt passing folks,sadness
2416,i feel like i don t have any useful powerful or special gifts,joy
2417,i would say just try being kind to yourself and feel proud for another day without alcohol x,joy
2418,i am limiting myself to what i can reasonably do without causing greater injury but i have to do some sort of physical exercise or i start to feel horrible about myself,sadness
2419,i feel like my only role now would be to tear your sails with my pessimism and discontent,sadness
2420,im having trouble coming with words to describe the way i feel im so devoted to it,love
2421,i didnt feel pressured to do more or like he wont get anything out of the one day,fear
2422,i feel so fucked up most of the time because not being able to concentrate on anything amp feeling anxiety all the time about everything makes me stressed apathetic amp i cant handle stress at all,anger
2423,i feel that tenure protects a lot of teachers that r innocent,joy
2424,i would not feel hesitant in using the medical system again if needed,fear
2425,i have to admit im feeling pretty overwhelmed,surprise
2426,i have friends and family back home that can help me when i m feeling homesick because i m sure i will be,sadness
2427,im feeling is funny because its totally unnecessary,surprise
2428,i feel like i ve been welcomed a tight knit family who ll make sure i won t feel alone ever,joy
2429,i feel like my dream of being a good guitarist and playing with other musicians was just a prideful dream,joy
2430,i hemmed and hawed over it and finally decided to fight it since the thought of it left me feeling so outraged and unjust,anger
2431,i didn t really know many other ill people but nowadays i do and i m so glad that i do knowing other people in a similar position people who truly get how you feel is a wonderful thing,joy
2432,i mean it is exhausting to feel bad all the time,sadness
2433,im gonna make you feel just as worthless as you did a few years ago im going to make sure you remember how bad people spoke to you or treated you especially when you needed them,sadness
2434,i do love my life even when its feeling too isolated,sadness
2435,i didn t feel overly drained,sadness
2436,i swear and i mean this if the browns fail me tomorrow night and make me feel like an idiot for not trusting my gut feeling that they are going to lose tomorrow i m not picking them to win again all season,joy
2437,i have keep posting up sleeping pictures when i was feeling exhausted like as of right now especially after lunch getting stuck in the office in midst of the rain nice air conditioning,sadness
2438,im feeling pretty depressed and i think its spiraling,sadness
2439,i would rather feel nothing than feel this then do not be surprised if you find your life very depressing and grey and unrewarding,surprise
2440,i want to feel less stressed,sadness
2441,i feel at ease after sweet communing teach me it is far too little i know and do,love
2442,i feel that lajoie would definitely be one of the hall of famers that a casual baseball fan would say who the hell is that,joy
2443,im feeling all triumphant you may high five me if you choose mind you ill laugh at you but,joy
2444,i feel like the rest of the season will continue to be successful like we were at freestone,joy
2445,i feel like i should try to calm her down shes been very good to me since the games ended but i can see katniss getting more and more tense with every schedule adjustment,joy
2446,i havent gotten them yet because i still resent paying dollars for a procedure that wasnt fully successful and since i wore glasses for years i feel ive been tortured enough,anger
2447,i feel like the people who cause pain go through life without issue and the people burdened by pain the ones who are strong enough to deal are the ones who become depressed and jaded,sadness
2448,i feel helpless as her mother i should be able to take the pain away as a small child i could do this but she is a young adult now the same age i was when i had her and it hurts to see her in pain,fear
2449,i am feeling like something sweet there is always fruit,love
2450,i sometimes feel inadequate as a mother feeling like im failing him and still second guessing my parenting skills,sadness
2451,i need to do after much prayer considering things like this but i still always feel a little reluctant to act but i do anyway,fear
2452,i feel like it blog april a wonderful spring weekend filed under a href http karmardav,joy
2453,ive felt the last few days i feel fucking fantastic today,joy
2454,i love it here even when i am feeling discouraged,sadness
2455,i leave sundays feeling utterly drained with not an ounce of anything left to give,sadness
2456,i feel safe encoding utf locale en isprivate false ismobile false mobileclass isprivateblog false languagedirection ltr feedlinks link rel alternate type application atom xml title i could use a standing ovation could you,joy
2457,i didnt react with the way that i really feel im ecstatic for your marriage to tonks,joy
2458,im not feeling the jolly this year though,joy
2459,i know ken has this down but im feeling really inadequate what am i doing wrong,sadness
2460,i still cognize that disregarding of how i feel this jesus thing is real and he has shaken my cosmos for the last about yearses,fear
2461,im good at hiding my true feelings or blurting them out in sarcastic tones,anger
2462,i feel benevolent towards you today,joy
2463,i feel is a near flawless film,joy
2464,i ended up feeling really proud of the final product,joy
2465,i felt doubtful and the image that popped into my mind was of dealing with a big knot in my shoelace and then feeling frustrated,anger
2466,i was feeling very nostalgic and very grateful,love
2467,i feel always a tad bit more troubled at the conclusion with the days due to the fact i really often desire to hit my personal sales aim at the office,sadness
2468,i feel your innocent love,joy
2469,i think i love her enough now to feel pretty insulted and rawr about it,anger
2470,im sure the bundle guys are feeling pretty generous this time of year,love
2471,i start feeling crappy i just have to toss this on and bam i am singing and dancing and shimmy ing my shoulders just like whitney,sadness
2472,im feeling like the lunches are dull,sadness
2473,i was feeling pretty well in mid october,joy
2474,i feel like i got in at that sweet spot before everyone realizes how messed up everything really is,love
2475,i can feel a little better about sunday maybe i can continue that good feeling and get back to the little hot bod i once rocked,joy
2476,im feeling annoyed to add on i dont feel important or whatever shit anymore,anger
2477,i feel helpless here with no car no cash no say,sadness
2478,i feel embarassed humiliated sad miserable a title permanent link to what if i have already fallen in love,sadness
2479,i feel pity for gatsby because the longing he feels for the past is so evident,love
2480,i acknowledge that i am not actually fat by definition but feeling uncomfortable in my skin,fear
2481,i also feel strange that by the ripe old age of twenty three i want a goddamn life partner,fear
2482,i feel useless standing on the sidelines like a wet lettuce while someone does something i am quite capable of,sadness
2483,i know that i will never see this place again and that would break my heart had not a thick layer of moss encased it in a thick shell muffling all other sharper feelings pleasant or painful,joy
2484,im feeling a lot more optimistic about my future,joy
2485,i feel a bit bitchy today lt take a look its free and it doesnt concern you so i was reading the critics for mamma mia,anger
2486,i get platitudes from well meaning folks that can make me feel like i should be bothered about things that don t bother me,anger
2487,i would pay not to feel so isolated by this,sadness
2488,i feel very passionate about this because of children reared within the evangelical church leave it before they are,joy
2489,i was feeling strong and ready,joy
2490,i cant explain how proud of him i am and the feeling of seeing him so determined each time to win,joy
2491,im not going to lie it feels really weird to be writing this right now,surprise
2492,i sneeze i have dark circles under my eyes i feel miserable really,sadness
2493,i was planning to make cookies this evening but i am not feeling so good so i will do this tomorrow,joy
2494,ive somehow had a few epiphanies and toned down the need for validation its still a work in progress but i feel less need to be liked by people who dont deserve the attention,love
2495,i need to remember something feel like it and not be distracted simultaneously before it happens,anger
2496,i did not feel troubled,sadness
2497,i feel so calm with the routine rinse wash with detergent rinse take outside to line dry,joy
2498,i went miles and it wasnt that i felt tired but i noticed that my bottom parts or the front of my pelvic bone was feeling numb and sore,sadness
2499,i feel content if not happy,joy
2500,i was feeling very pressured,fear
2501,a father of children killed in an accident,sadness
2502,i feel so happy when i eat something that i know i started from seed and cared for along the way,joy
2503,i notice that i feel a little apprehensive even to share all this,fear
2504,i just feel like an awful mommy,sadness
2505,i mean genuinely appreciate and show him how happy it made you when he did x and that it made you feel y he will want to keep doing things to make you happy,joy
2506,i feel the absence of my herbs especially when i am craving a delicious homemade soup,joy
2507,i want to feel respected,joy
2508,i am not feeling as terrific as i have been,joy
2509,i am feeling and the ibs symptoms that have resolved,joy
2510,i was a little teary and feeling a little sorry for myself,sadness
2511,i am feeling a little stressed as aaron has friends over for a sleep over,anger
2512,i feel a little inadequate but i just cant seem to keep up,sadness
2513,i feel inadequate and i shut down and feel cross with the world,sadness
2514,i know how it feels to find someone who is irresistable and remain innocent,joy
2515,i still have somewhat of a cough but i feel like im ok without the inhaler except right before exercise,joy
2516,i feel more self assured but more than that i feel whole,joy
2517,i still feel more than anything else humiliated whenever i think of everything that s happened,sadness
2518,i feel humiliated embarrassed or foolish i will remember that others have felt the same way because of the same kinds of things and i will be kind and helpful and accepting,sadness
2519,i feel my heart is in your hands your love is all that i demand so give me a chance to show you sweet romance a href http creativecommons,love
2520,i am not okay with feeling annoyed at myself and at life all the time,anger
2521,i feel submissive in front of sexy girls,sadness
2522,i feel intimidated by these colleagues of mine,fear
2523,i can feel is horrible that for someone somewhere theyve felt that bad and worse,sadness
2524,i grew up feeling rejected by my male peers,sadness
2525,i really like it i feel so nostalgic watching decade as i remember a lot of the hesei kamen riders,love
2526,i feel like i m in some weird limbo between childhood and adulthood,fear
2527,i feel like i m on the receiving end of a violent attack,anger
2528,i feel very excited for my familys future,joy
2529,i like products that are organic because i can feel assured there are no added ingredients that could have potentially negative effects,joy
2530,i feel like the popular kid at school,joy
2531,i remember feeling very very disturbed by the images,sadness
2532,i say this mostly because i wasnt feeling so well later that evening,joy
2533,i had to be transgender and this very brainwashing attempt is now making me feel so horrible as though im trying to deceive physicians here in germany into believing that i am intersex,sadness
2534,i feel heartbroken and sad,sadness
2535,i feel really strange about this,surprise
2536,i feel uncomfortable telling others what is on the girls wish lists,fear
2537,i feel like people seem to be intimidated by me or this blog,fear
2538,i dont even know how to describe how i feel its like im sad but i can understand his decision but i cant control myself to not be mad at him,sadness
2539,i was feeling a bit skeptical about my frog prince,fear
2540,i feel about politics and i have been very shocked at myself for going into this realm though i think that it is at this time the most important considering everything that has been going on in the world stage and in the usa,surprise
2541,i will feel so glad to go sing me to sleep sing me to sleep i dont want to wake up on my own anymore,joy
2542,i would really love to be with him but not as a friend and not because he feels guilty or sorry for me,sadness
2543,i felt afraid just before receiving the question paper of the part ii exam,fear
2544,i feel kind of dumb,sadness
2545,i headed back to my office feeling satisfied maybe even a bit self righteous about how id consoled a friend,joy
2546,i wish i have the feeling back soon cause now i realise how lonely when i dont have the feeling its like soo unwanted even when i am not,sadness
2547,i did not sleep better my food did not taste better my thoughts were not clearer i did not feel more vigorous i was in essence pounds of body and mind almost exclusively devoted to thinking about the cigarette i wanted but could not have,joy
2548,i have to admit that i feel a little irate as well but its under control,anger
2549,i usually feel angered by this mad that my body could be betraying me in this way mad that a whole week out of every four is spent wasted,anger
2550,i am awake again early enough to see the dark of the night turn to the soft half light of dawn and feel the cool breeze change from a misty foggy coldness to a freshness which heralds a nice day,joy
2551,i managed to re learn feeling insecure again,fear
2552,i remember the day i was on the phone with my be fri shannon telling her how i cried because i was feeling truly happy again,joy
2553,i dont and i feel so god damn selfish for continuing to hurt myself all the time,anger
2554,i feel like hes trying to be the one to comfort me and help me get over yash which is sooo sweet of him but at the same time it makes me love yash more because he cant compare to yash i feel like i cant trust fateh,love
2555,i blunder through my life ignoring the pain when at all possible and feeling only that dull ache like hearing only the slightest echo of a scream far away,sadness
2556,i was studying i always had the feeling that the process was unpleasant but it was absolutely necessary,sadness
2557,i feel that if this issue isn t resolved it may result in people abandoning this wonderful plugin,joy
2558,i feel triumphant and even thought it may be just a fleeting moment i am enjoying the power of motherhood,joy
2559,i were not told of this news i would not feel regretful rather be unable to quiet my heart now,sadness
2560,i spent most of that game feeling unsure about where i needed to be what i should be doing and just mostly feeling completely lost,fear
2561,i dont know what i feel let me recount my emotional spectra all throughout those minutes of gfb finale,sadness
2562,i dont even think i would be ready to be fuck buddys because if theres emotions from him i would feel horrible when im not giving them back,sadness
2563,i am very happy and feel loved,love
2564,i feel stupid using this name,sadness
2565,i am feeling a bit strange never felt that ever but should i really stop writing blogs now,fear
2566,i feel pressured at times to succumb to fear and insecurities but thankfully i am still able to hold it on my own,fear
2567,i feel very apprehensive,fear
2568,i spent a lot of my childhood feeling completely frightened of her but i remember a lot of good things too,fear
2569,i thought maybe it was just my hands feeling funny but i touched my hair with my totally clean forearm and it became sticky,surprise
2570,i hurt your feelings or angered you with my last rant im sorry,anger
2571,i was feeding morla i started to feel agitated and for no reason,anger
2572,im feeling a little melancholy as i listen to this song,sadness
2573,i want to reach out a hand and have another there to take hold and there is noone and its making me feel needy,sadness
2574,i feel shamed for me being me cuz xxx said that yes sometimes it s hard and its frustrating etc,sadness
2575,i love everything that were learning about and feel really passionate about design,joy
2576,ill be happy to take his money when ever he is feeling generous enough to part with it,love
2577,i sat down at the computer feeling nervous excited and more than a little silly,fear
2578,i see the look of doubt on your face i feel the scorn in your eyes but for anyone skeptical of grits dinner grits please see this as a totally amazing sister to mashed potatoes,fear
2579,i feel the divine presence merge into mine,joy
2580,i want to be happy again and i have forgotten what it is like to feel content,joy
2581,im feeling very bitchy about this episode in general,anger
2582,i feel funny without,surprise
2583,im not the one who feel bothered about this,anger
2584,i don t feel like i m being pressured to do anything and i don t feel like making love to my husband has any connection to the assaults and rapes,fear
2585,i feel completely blessed to be a part of this group,joy
2586,i feel like i had fake everything,sadness
2587,i called this ward member and she said that shed been feeling really unhappy today,sadness
2588,i dont feel inhibited and i can work out my problems,sadness
2589,i am true to what i feel and have come to understand that i am not being faithful to the girl but rather to myself,love
2590,i closed my eyes tightly and covered my ears and thank god i woke up before i apologize for the brutality of my nightmare it left me feeling shaken and nauseous to say the least,fear
2591,i began to feel a little cold,anger
2592,i even go further these subjects are not interesting to me in anyway because i m relating to them personally some example will be used with imaginary names to protect friend and family identity s please do not feel offended if u see your name,anger
2593,ive had a few rough days since then and in the midst of crying and dealing and feeling just so defeated and emotional i put my coat on and curled up and created this safety nest inside my coat,sadness
2594,i feel fake and forced where as the need to express myself as a woman seems true and natural but undeveloped,sadness
2595,i feel horrible again today,sadness
2596,i spent all of wednesday feeling miserable,sadness
2597,i guess the finality of my decision and the financial repercussions have me feeling doubtful,fear
2598,i would feel a violent stab of loneliness,anger
2599,i thought it would be fun and therapeutic and that i would feel useful and helpful by keeping up her blog,joy
2600,i feel terrible no one want to listen to me either,sadness
2601,i used to want to get married so i feel a little heartbroken,sadness
2602,watching a violent movie,anger
2603,i feel like my life has been taken over by a video game and im doomed to repeat the same set of circumstances over and over again until i collect all of the special powers knowledge and treasures to finally advance me to the next level,sadness
2604,i think theres nothing inherently wrong with feeling homesick,sadness
2605,i finally hopped up on my new friend and the feel of the dong was pleasant,joy
2606,i got off in my previous post about how much the app maker leeches upset me at this conference and so i feel like i should mention who i was most impressed with there,surprise
2607,i do this if i allow myself to sit in this cycle today i will cause a nasty big blow up fight in public and i will feel humiliated and proven right that i am an unstable bad person,sadness
2608,i feel everything is in control then i am ok,joy
2609,i said sir i feel from real time company experience that mba would be more valuable for my career than gate since most work now a days in it companies now is support based,joy
2610,im destashing a couple cuts of fabric that id bought to make clothing and it has just sat around feeling unloved,sadness
2611,i feel restless in my own pursuits,fear
2612,i don t feel like i have a cold i just feel sick,anger
2613,i want to wake up every morning and feel excited about what s to come,joy
2614,i feel grouchy now the football fans have woken me up from the customary sunday siesta,anger
2615,i did behave the same way when she was going through all this maybe i was the same or acted the same i don t think i did but i guess it is a matter of perception but when it happens to you you feel devastated,sadness
2616,i have no money to sort any of it out and i feel very messy,sadness
2617,i know what i want will take next semester but i feel entirely too complacent,joy
2618,i get the feeling that the rest of yall are a little appalled about it,anger
2619,i feel tortured here,anger
2620,i think youre being a dick bitch id just walk away instead of laying out everything i feel when im pissed i shut down and look out the window in steely silence,anger
2621,i have gradually morphed into someone who feels superior when other peoples kids complain about dinner or dont want to eat their zucchini or are allowed to eat pop tarts or sugary cereal or white bread for breakfast,joy
2622,i just want to feel numb nothing an emotionless day if you will,sadness
2623,i also need to remember how bad overeating makes me feel not just the fullness but the hangover i get from food thats too rich or too sugary,joy
2624,i feel more grounded and less fearful,fear
2625,i do feel something of an aversion to it within maybe because i still feel like its a vain thing or that i may be seeking some sort of outer affirmations from others who might stumble upon it ive mentioned this before but the truth is who cares about all that,sadness
2626,i didnt feel angry i didnt feel bitter i felt,anger
2627,i got caught shoplifting a package of gummy bears,fear
2628,i feel strongly about or a line that i want to draw in the sand so to speak i shouldn t be afraid especially at this point to bring up how i feel about what my conclusion should entail etc,fear
2629,i feel could have been avoided with some blazes markers or cairns i was very annoyed at this point,anger
2630,i want you to know that if i become prime minister in less than a year s time i will be proud to do so as a friend of israel a jew and most of all someone who feels so proud to be part of the community gathered here today,joy
2631,i feel like im becoming the most dull witless stupid zombie by spending my life with him and his friends,sadness
2632,i do not feel i am damaged i can talk about it helps but i feel i am a strong person and i don t use it as a scape goat for thing that happen,sadness
2633,having unwanted attention paid to me in my place of work harrassment and sexual harrassment by another worker disgusted by his implications,anger
2634,i feel this place was tragic,sadness
2635,i feel charmed to see my harder plan and adherence appear to accomplishment now and in august if we will attempt for an olympic medal,joy
2636,i want to get back in the habit of blogging about all the cool fun things im up to but am also trying to get out of this rut of only writing about feeling shitty,sadness
2637,i regret it because i feel shitty that i cant enjoy things if im alone i ended up seeing my brother afterwards who was in baltimore with his new girlfriend and wanted to see me as well as introduce me to her,sadness
2638,i am feeling stupid and stuck and i know that the best way to get it to end is just to get it to end,sadness
2639,im already feeling stressed two weeks before thanksgiving,sadness
2640,im feeling boring,sadness
2641,i was left feeling bothered by it for a long time afterwards,anger
2642,i feel his loss too chakotay reassured then silently approached her and enveloped her in a hug,joy
2643,i feel more confident already a href http johnnykaje,joy
2644,i imagine they ll stay with me forever and i feel thrilled that i have a copy for my very own so that i can dip back into it whenever i wish,joy
2645,i feel so invigorated when its cold,joy
2646,i feel dirty and don t know why,sadness
2647,i haul of each to the lava planet and export them down to the space port feeling fairly clever,joy
2648,i just feel more and more like not caring about what people think of me as long as im happy with myself i love you and your personality and everything,love
2649,i feel like an obnoxious american in the amazing race not discounting on people who cant speak english,anger
2650,i didnt know what it was but i then went home to later experiment so that i would feel accepted but as i experimented i learned a new feeling the feeling of greed,love
2651,i remember that i moved them but i cant remember where and i feel so foolish,sadness
2652,i always feel a bit naughty on mondays,love
2653,i like keeping a record of my life in written form and pictures and i feel like that is even more important now that i have baby,joy
2654,i have two specialties law and mechanical engineering but to say the truth i like better to utilize my knowledge of psychology and languages rather than engineering and feel sure that these capacities are most needed nowadays,joy
2655,i wish there were more times when she just needed me to hold her and rock her to sleep because those are the moments when i feel most successful as father those times when im able to meet all of her needs just by being there for her,joy
2656,i want to believe its how my kids will feel whenever i become rich and famous and move on to the mansion that is waiting for me,joy
2657,i feel depressed nearly all the time,sadness
2658,i did feel things it was often just repressed fear and anxiety and distrust,sadness
2659,i feel weird sharing that but this is the source of some of my greatest insecurities,surprise
2660,i don t think anyone feels curious about masala movies they are just light entertainers,surprise
2661,i had a sudden feeling of missed opportunity here i could have asked how their evening was going,sadness
2662,i feel he has been a terrific captain and hes played very well for us taylor said,joy
2663,i feel gloomy and i desperately seek affection,sadness
2664,i feel completely listless,sadness
2665,i do apologize in advance if you may feel offended,anger
2666,i feel very honoured that people think this of me,joy
2667,i feel a little mellow today,joy
2668,i could feel the depth and richness of the hot pot starting to develop but every small event took me away from gathering the heat to speed along the process,love
2669,i feel that while i was furious with the ra and the mug i was polite to her,anger
2670,im feeling better than expected,joy
2671,i can keep another writer from spending four years to get to the point of feeling like they can publish their work and be accepted by readers i will have truly accomplished that goal,joy
2672,i feel like an idiot for trusting you though,joy
2673,i am just feeling as indecisive as ever i suppose,fear
2674,i watch her silently feeling dazed from my memory loss,surprise
2675,i went to german class and it made me feel so idiotic,sadness
2676,i feel surprised because i didnt expect it,surprise
2677,im spending less especially on stuff that wont last long not bringing tons of stuff into the house and i feel more positive about my holiday gift giving,joy
2678,i am rushed about here there and everywhere by my family or friends i am often left feeling very drained and exhausted,sadness
2679,i started feeling pretty good again,joy
2680,i was stymied a little bit as i wrote feeling unsure that i might go somewhere with the story unintended,fear
2681,i feel that spitting on somebody is the most vicious kind of disrespect that you can do he said,anger
2682,i will have spontaneous bouts of needing to feel productive or at least busy and i have nothing to do,joy
2683,i feel that grits and even polenta are an unfortunate fate for corn,sadness
2684,im dealing with issues that have me feeling kind of depressed and it stormed rained all afternoon not helping things,sadness
2685,i have tried to live a good honest life and yet it feels like im being punished,sadness
2686,i could almost feel her gentle touch in the moonbeam she sent to shine over me he added touching his face dreamily,love
2687,i havent been measuring out food drinking nearly enough water tracking any fitness and overall i feel completely shaken and unfocused because i dont feel like my foundation is steady at the moment,fear
2688,i do have a feeling it ll be a productive relationship,joy
2689,im feeling a little impressed at their creativity,surprise
2690,i did feel defeated,sadness
2691,i do feel more special than i did when i was single,joy
2692,i am feeling hesitant right now going in this alone but am trying to remain optimistic,fear
2693,i would like to take this opportunity to say how amazing his family are all of them made me feel welcomed and if i have children who are half as lovely as the children who were sat on my table i would very happy,joy
2694,i receive every month make me proud and feel appreciative,joy
2695,i feel like a haiku is a pleasant note to end on,joy
2696,i felt like facebook was a catalyst for me to feel that way about myself and i started to see it as a bit of a hostile online community,anger
2697,im feeling a lot less ugly duckling and a lot more a href http,sadness
2698,i feel tortured and sickened exactly the way i felt the last day of lances leave,fear
2699,i feel like copying the handsome boy say yay so fun,joy
2700,i am feeling more generous though i see it for what it is someone who doesn t know what we are going through from the insdie and is desperate to be helpful in some measure,love
2701,i was feeling grouchy and everything for the past few weeks but yesterday was such a happy day,anger
2702,i want to help each of them feel special she said,joy
2703,i m tryin my level best be a gud pal but i cant help if u dont understad what i feel abt u dats ur problemn i don think carin for sum is a crime img src rte emoticons smile sarcastic,anger
2704,i just follow my dreams and my heart and some how that makes life feel sweet and work for me,love
2705,i feel less shitty,sadness
2706,i am feeling generous and seasonal,joy
2707,im feeling a real casual day ill go for brown eyeliner instead,joy
2708,i feel youre faithful over me as i sing amp worship you i find no words to describe you,love
2709,i can still remember what it was like to be a teenager and that giddy feeling of amazement when the hot looking boy you like although we didn t use the term hot back then actually likes you back,love
