,data,label,type
3709,Bring tat cd don forget,0,ham
3710,Hows that watch resizing,0,ham
3711,Just buy a pizza. Meat lovers or supreme. U get to pick.,0,ham
3712,Am going to take bath ill place the key in window:-),0,ham
3713,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",0,ham
3714,Have a good evening! Ttyl,0,ham
3715,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,0,ham
3716,have * good weekend.,0,ham
3717,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",1,spam
3718,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,1,spam
3719,So i asked how's anthony. Dad. And your bf,0,ham
3720,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,0,ham
3721,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,0,ham
3722,Ü bot notes oredi... Cos i juz rem i got...,0,ham
3723,What Today-sunday..sunday is holiday..so no work..,0,ham
3724,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.,0,ham
3725,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",1,spam
3726,Get me out of this dump heap. My mom decided to come to lowes. BORING.,0,ham
3727,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",1,spam
3728,Y de asking like this.,0,ham
3729,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",0,ham
3730,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,1,spam
3731,"What's up bruv, hope you had a great break. Do have a rewarding semester.",0,ham
3732,Pls go there today  &lt;#&gt; . I dont want any excuses,0,ham
3733,I think if he rule tamilnadu..then its very tough for our people.,0,ham
3734,Hey are you angry with me. Reply me dr.,0,ham
3735,Hey... Very inconvenient for your sis a not huh?,0,ham
3736,U sick still can go shopping?,0,ham
3737,Sorry da thangam.it's my mistake.,0,ham
3738,I'll probably be around mu a lot,0,ham
3739,"Haha... Sounds crazy, dunno can tahan anot...",0,ham
3740,Nope watching tv at home... Not going out. V bored...,0,ham
3741,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",1,spam
3742,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,0,ham
3743,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,1,spam
3744,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",0,ham
3745,Thanx a lot...,0,ham
3746,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,0,ham
3747,No he didn't. Spring is coming early yay!,0,ham
3748,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks,0,ham
3749,"K, wait chikku..il send aftr  &lt;#&gt; mins",0,ham
3750,I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book,0,ham
3751,Did you get any gift? This year i didnt get anything. So bad,0,ham
3752,They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..  ,0,ham
3753,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,1,spam
3754,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p,1,spam
3755,"Short But Cute : "" Be a good person , but dont try to prove"" ..... Gud mrng...",0,ham
3756,Did u receive my msg?,0,ham
3757,WOT U WANNA DO THEN MISSY?,0,ham
3758,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,0,ham
3759,Still i have not checked it da. . .,0,ham
3760,True. Its easier with her here.,0,ham
3761,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,1,spam
3762,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",0,ham
3763,Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,0,ham
3764,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,0,ham
3765,I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,0,ham
3766,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,0,ham
3767,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,1,spam
3768,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",0,ham
3769,Tell me again what your address is,0,ham
3770,Haven't eaten all day. I'm sitting here staring at this juicy pizza and I can't eat it. These meds are ruining my life.,0,ham
3771,Is ur paper today in e morn or aft?,0,ham
3772,I emailed yifeng my part oredi.. Can ü get it fr him..,0,ham
3773,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",1,spam
3774,And whenever you and i see we can still hook up too.,0,ham
3775,Hmm thinking lor...,0,ham
3776,Dont gimme that lip caveboy,0,ham
3777,Pls confirm the time to collect the cheque.,0,ham
3778,I think its far more than that but find out. Check google maps for a place from your dorm.,0,ham
3779,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones,1,spam
3780,Hows the street where the end of library walk is?,0,ham
3781,Your pussy is perfect!,0,ham
3782,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",1,spam
3783,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",0,ham
3784,Its too late:)but its k.wish you the same.,0,ham
3785,"How about clothes, jewelry, and trips?",0,ham
3786,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..,0,ham
3787,"It's wylie, you in tampa or sarasota?",0,ham
3788,Hey are we going for the lo lesson or gym? ,0,ham
3789,Filthy stories and GIRLS waiting for your,1,spam
3790,That is wondar full flim.,0,ham
3791,"Haha I heard that, text me when you're around",0,ham
3792,88066 FROM 88066 LOST 3POUND HELP,1,spam
3793,Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX,1,spam
3794,"Probably not, still going over some stuff here",0,ham
3795,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",1,spam
3796,Will ü b going to esplanade fr home?,0,ham
3797,When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,0,ham
3798,K then 2marrow are you coming to class.,0,ham
3799,Thank you. do you generally date the brothas?,0,ham
3800,Why do you ask princess?,0,ham
3801,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you,0,ham
3802,Nope... C ü then...,0,ham
3803,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,1,spam
3804,Okie but i scared u say i fat... Then u dun wan me already...,0,ham
3805,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.,0,ham
3806,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",1,spam
3807,K.i did't see you.:)k:)where are you now?,0,ham
3808,Thx. All will be well in a few months,0,ham
3809,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,1,spam
3810,Reckon need to be in town by eightish to walk from * carpark.,0,ham
3811,Yep get with the program. You're slacking.,0,ham
3812,Is xy in ur car when u picking me up?,0,ham
3813,Yup having my lunch buffet now.. U eat already?,0,ham
3814,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,1,spam
3815,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",1,spam
3816,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,0,ham
3817,Ü collecting ur laptop then going to configure da settings izzit?,0,ham
3818,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love",0,ham
3819,K come to nordstrom when you're done,0,ham
3820,Wish i were with you now!,0,ham
3821,Do you work all this week ?,0,ham
3822,But i dint slept in afternoon.,0,ham
3823,I'm stuck in da middle of da row on da right hand side of da lt... ,0,ham
3824,S.this will increase the chance of winning.,0,ham
3825,Have you not finished work yet or something?,0,ham
3826,"Customer place, i wil cal u sir.",0,ham
3827,I'm in class. Did you get my text.,0,ham
3828,Life style garments account no please.,0,ham
3829,Yeah I'll try to scrounge something up,0,ham
3830,Ur TONEXS subscription has been renewed and you have been charged £4.50. You can choose 10 more polys this month. www.clubzed.co.uk *BILLING MSG*,1,spam
3831,"""ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx""",0,ham
3832,Or just do that 6times,0,ham
3833,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,1,spam
3834,Tell them the drug dealer's getting impatient,0,ham
3835,So u workin overtime nigpun?,0,ham
3836,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop,1,spam
3837,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight,0,ham
3838,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",0,ham
3839,No one interested. May be some business plan.,0,ham
3840,I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present. ,0,ham
3841,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",0,ham
3842,Going to take your babe out ?,0,ham
3843,Carlos'll be here in a minute if you still need to buy,0,ham
3844,Noice. Text me when you're here,0,ham
3845,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",0,ham
3846,What year. And how many miles.,0,ham
3847,"Sir, waiting for your letter.",0,ham
3848,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",0,ham
3849,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,0,ham
3850,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",0,ham
3851,Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,0,ham
3852,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....",0,ham
3853,"I‘ve got some salt, you can rub it in my open wounds if you like!",0,ham
3854,"""alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.""",0,ham
3855,Ok then no need to tell me anything i am going to sleep good night,0,ham
3856,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.,0,ham
3857,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,0,ham
3858,"It'll be tough, but I'll do what I have to",0,ham
3859,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)",1,spam
3860,Ü got wat to buy tell us then ü no need to come in again.,0,ham
3861,i can call in  &lt;#&gt;  min if thats ok,0,ham
3862,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,1,spam
3863,The battery is for mr adewale my uncle. Aka Egbon,0,ham
3864,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday",0,ham
3865,What not under standing.,0,ham
3866,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,0,ham
3867,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary,1,spam
3868,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,0,ham
3869,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,0,ham
3870,I'm home...,0,ham
3871,"Yeah, probably earlier than that",0,ham
3872,"Hiya, had a good day? Have you spoken to since the weekend?",0,ham
3873,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,1,spam
3874,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x",0,ham
3875,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola.",0,ham
3876,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,1,spam
3877,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,0,ham
3878,Yupz... I've oredi booked slots 4 my weekends liao... ,0,ham
3879,Sos! Any amount i can get pls.,0,ham
3880,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?,0,ham
3881,Me too! Have a lovely night xxx,0,ham
3882,Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.,0,ham
3883,Bring it if you got it,0,ham
3884,Hi. I'm sorry i missed your call. Can you pls call back.,0,ham
3885,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",1,spam
3886,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",0,ham
3887,Ok... But bag again..,0,ham
3888,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",0,ham
3889,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,1,spam
3890,Yep. I do like the pink furniture tho.,0,ham
3891,Yeah do! Don‘t stand to close tho- you‘ll catch something!,0,ham
3892,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",0,ham
3893,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,0,ham
3894,Hello- thanx for taking that call. I got a job! Starts on monday!,0,ham
3895,"""Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.""",0,ham
3896,"Ok., is any problem to u frm him? Wats matter?",0,ham
3897,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",0,ham
3898,Nothing just getting msgs by dis name wit different no's..,0,ham
3899,I called and said all to him:)then he have to choose this future.,0,ham
3900,Are you willing to go for aptitude class.,0,ham
3901,"Pls send me a comprehensive mail about who i'm paying, when and how much.",0,ham
3902,Probably a couple hours tops,0,ham
3903,I am 6 ft. We will be a good combination!,0,ham
3904,4 oclock at mine. Just to bash out a flat plan.,0,ham
3905,Its going good...no problem..but still need little experience to understand american customer voice...,0,ham
3906,Please attend the phone:),0,ham
3907,I.ll give her once i have it. Plus she said grinule greet you whenever we speak,0,ham
3908,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,1,spam
3909,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",0,ham
3910,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!,0,ham
3911,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,0,ham
3912,And do you have any one that can teach me how to ship cars.,0,ham
3913,Yeah. I got a list with only u and Joanna if I'm feeling really anti social,0,ham
3914,No. Did you multimedia message them or e-mail?,0,ham
3915,Dare i ask... Any luck with sorting out the car?,0,ham
3916,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg,1,spam
3917,Go fool dont cheat others ok,0,ham
3918,Finish liao... U?,0,ham
3919,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",1,spam
3920,Yes.. now only saw your message..,0,ham
3921,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy",0,ham
3922,Hey mr whats the name of that bill brison book the one about language and words ,0,ham
3923,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,0,ham
3924,It's é only $140 ard...É rest all ard $180 at least...Which is é price 4 é 2 bedrm ($900),0,ham
3925,"And that is the problem. You walk around in ""julianaland"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.",0,ham
3926,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",1,spam
3927,Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content.,1,spam
3928,You got called a tool?,0,ham
3929,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,0,ham
3930,"Goodmorning,my grandfather expired..so am on leave today.",0,ham
3931,"G says you never answer your texts, confirm/deny",0,ham
3932,Just normal only here :),0,ham
3933,"I shall book chez jules for half eight, if that's ok with you?",0,ham
3934,"Hmm well, night night ",0,ham
3935,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,0,ham
3936,Hi:)did you asked to waheeda fathima about leave?,0,ham
3937,Lol I would but despite these cramps I like being a girl.,0,ham
3938,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,0,ham
3939,Oops. 4 got that bit.,0,ham
3940,Moji i love you more than words. Have a rich day,0,ham
3941,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",1,spam
3942,I'm very happy for you babe ! Woo hoo party on dude!,0,ham
3943,"Ok, be careful ! Don't text and drive !",0,ham
3944,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,0,ham
3945,"Fair enough, anything going on?",0,ham
3946,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",0,ham
3947,Erutupalam thandiyachu,0,ham
3948, and  picking them up from various points,0,ham
3949,That's significant but dont worry.,0,ham
3950,Ahhh. Work. I vaguely remember that! What does it feel like? Lol,0,ham
3951,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",0,ham
3952,Err... Cud do. I'm going to  at 8pm. I haven't got a way to contact him until then.,0,ham
3953,Was it something u ate?,0,ham
3954,But i have to. I like to have love and arrange.,0,ham
3955,(That said can you text him one more time?),0,ham
3956,Do you like Italian food?,0,ham
3957,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,1,spam
3958,It vl bcum more difficult..,0,ham
3959,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,0,ham
3960,"You aren't coming home between class, right? I need to work out and shower!",0,ham
3961,We have all rounder:)so not required:),0,ham
3962,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",0,ham
3963,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,0,ham
3964,Hello madam how are you ?,0,ham
3965,K..k..any special today?,0,ham
3966,Ü go home liao? Ask dad to pick me up at 6...,0,ham
3967,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,0,ham
3968,"Got ur mail Dileep.thank you so muchand look forward to lots of support...very less contacts here,remember one venugopal you mentioned.tomorrow if not late,i shall try to come up till there.goodnight dear.",0,ham
3969,Ya had just now.onion roast.,0,ham
3970,"Nah, Wednesday. When should I bring the mini cheetos bag over?",0,ham
3971,No de.am seeing in online shop so that i asked.,0,ham
3972,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,0,ham
3973,Missing you too.pray inshah allah,0,ham
3974,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",0,ham
3975,Ma head dey swell oh. Thanks for making my day,0,ham
3976,Which is weird because I know I had it at one point,0,ham
3977,"Cool, text me when you're ready",0,ham
3978,"Aight, tomorrow around  &lt;#&gt;  it is",0,ham
3979,It shall be fine. I have avalarr now. Will hollalater,0,ham
3980,"If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is",0,ham
3981,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,0,ham
3982,We have pizza if u want,0,ham
3983,Tension ah?what machi?any problem?,0,ham
3984,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,0,ham
3985,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",1,spam
3986,Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX,1,spam
3987,Hi good mornin.. Thanku wish u d same..,0,ham
3988,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,0,ham
3989,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,0,ham
3990,Please da call me any mistake from my side sorry da. Pls da goto doctor.,0,ham
3991,U dun say so early hor... U c already then say...,0,ham
3992,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",1,spam
3993,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk.",0,ham
3994,Ü predict wat time ü'll finish buying?,0,ham
3995,Daddy will take good care of you :),0,ham
3996,"(And my man carlos is definitely coming by mu tonight, no excuses)",0,ham
3997,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",0,ham
3998,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,0,ham
3999,V nice! Off 2 sheffield tom 2 air my opinions on categories 2 b used 2 measure ethnicity in next census. Busy transcribing. :-),0,ham
4000,Its sarcasm.. .nt scarcasim,0,ham
4001,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,0,ham
4002,Dear good morning now only i am up,0,ham
4003,K I'll call you when I'm close,0,ham
4004,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",1,spam
4005,Just taste fish curry :-P,0,ham
4006,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",0,ham
4007,"""HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.""",0,ham
4008,Simply sitting and watching match in office..,0,ham
4009,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,0,ham
4010,How do you guys go to see movies on your side.,0,ham
4011,You have 1 new voicemail. Please call 08719181513.,1,spam
4012,Yup i've finished c ü there...,0,ham
4013,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,0,ham
4014,"Alright we're hooked up, where you guys at",0,ham
4015,R ü going 4 today's meeting?,0,ham
4016,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,1,spam
4017,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,0,ham
4018,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*",0,ham
4019,No message..no responce..what happend?,0,ham
4020,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,0,ham
4021,Just sing HU. I think its also important to find someone female that know the place well preferably a citizen that is also smart to help you navigate through. Even things like choosing a phone plan require guidance. When in doubt ask especially girls.,0,ham
4022,"Sure, whenever you show the fuck up &gt;:(",0,ham
4023,have got * few things to do. may be in * pub later.,0,ham
4024,So do you have samus shoulders yet,0,ham
4025,Some are lasting as much as 2 hours. You might get lucky.,0,ham
4026,Lol! Oops sorry! Have fun. ,0,ham
4027,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",0,ham
4028,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy,1,spam
4029,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1,spam
4030,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",1,spam
4031,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",0,ham
4032,No problem baby. Is this is a good time to talk? I called and left a message.,0,ham
4033,URGENT! Your Mobile number has been awarded a <UKP>2000 prize GUARANTEED. Call 09061790125 from landline. Claim 3030. Valid 12hrs only 150ppm,1,spam
4034,Oh sorry please its over,0,ham
4035,How are you enjoying this semester? Take care brother.,0,ham
